,uuid_ancienGN
920,8aa264b2-6c21-449a-b1d5-b3c4211853cf
921,f5adcfce-3cda-4483-a222-568fa4be99d1
922,6ed0b1c6-95e9-4231-819f-b27b2b6ce0c9
923,9d9b88a3-370b-47a4-9df5-3b7fd60d5081
924,7284c933-038d-4018-ba71-a280f1fa20ae
925,ae0b6096-d17b-4130-927c-ac685e039935
926,f22b180f-7c22-430c-b854-62b39d18914f
927,5fc3f40e-233d-4265-ac21-418bbf6f705e
928,9f7d88d6-bea8-465e-9241-429dc73da984
929,c361a5b0-0d62-45f5-b3a3-84f901b89a5c
930,66af8795-29e0-40bb-bcc9-30902d330f90
931,FR-130005457-201808290955-1778_Carte_LIVE_Rohrschollen_L1
932,1b677edf-d6db-4466-9aa7-394dbd154550
933,ed7ec925-bbb0-4565-bcc6-0719adbc26f3
934,28943da8-693f-44fe-8ddf-0e6f6e9b8d59
935,2c0ca04e-4699-48f1-9412-2dbebf36bd2c
936,FR-13002091000019-2022-09-02
937,9309059d-dfa8-4b31-920f-86d8f6441fde
938,cef5a1b4-052d-472b-abf7-a39dcf77b3ba
939,87c6657c-f11f-4644-b589-93c7c7832182
940,cf566e83-6506-4b5e-9848-155826ab518f
941,4b4bcfd3-7645-49bc-a4dd-388886d5e779
942,5328a56b-70cb-4ade-96d2-b9077d9cb229
943,671f03a4-cb2d-408b-b9dd-a4097b745948
944,3db7a419-ae4b-4e3c-a1f1-1175de520788
945,c92690a3-b5a4-42b0-a91d-37f2c8233a47
946,cfc19d9c-9c71-4f4f-a9fe-6ccf041abb4e
947,c142a79b-21b9-4074-b044-233a91ee7b1d
948,c54edab8-f2e8-4f69-ae28-7dedd376c196
949,b033d850-daff-4357-b608-c2e465bdc03c
950,35953056-c826-4dcf-9863-e6d0df9223af
951,f558d776-7e24-450b-b084-32cb05192b72
952,e477c849-a357-486e-ba4c-fcd8051c1ed8
953,FR-18008901306731-2017-01-12-02
954,340d5574-4283-4e46-844e-b2885d712c87
955,72c9983c-a3af-419c-a53d-19c33b8fb74d
956,913bca3a-c724-450c-9750-70e33d8a7fba
957,60d453fd-7f18-4518-b3f6-5f972ff20b97
958,244825b6-2456-4ef8-9a66-e81de0a5c8ab
959,FR-18008901306731-2020-03-23
960,685fd38c-844d-44b7-ac04-4820492b9fdf
961,fcb46e1c-5c6f-4425-a73d-89a633af4c41
962,771e919e-d4ed-40e7-80d9-ece429e599c0
963,dce543cd-6059-415a-9225-100b4fdb6395
964,115b1f99-d97d-47a0-bfa0-070437271433
965,be128496-fdbe-492b-a8da-332e22a359fd
966,06a31e05-25ab-47bb-80a0-cd46b11a83c2
967,a0027a4c-0870-4987-beb9-14567002ba82
968,59b5c47d-c576-4b07-be19-0470e4045edf
969,27f07f17-685f-4b03-a506-63ebd2c8d754
970,7aff03ba-0d5d-4e0c-ae29-47e6f9cc710d
971,FR-18008901306731-2017-01-24-03
972,FR-18008901306731-2017-01-24-05
973,298cb955-a133-47d0-8519-6084b3e0ba16
974,e84e0e0a-15e1-4cec-863f-0024e0957340
975,1108142e-0f44-480d-9cc5-513cc0379929
976,e8896323-9428-4d0b-9bfa-ac5ab97c9bcd
977,FR-18008901306731-2017-01-24-02
978,336c6641-e9f1-4632-9f38-bb4741a17039
979,258a1c94-d437-44e5-b999-531808bdc1ba
980,9540a7e7-5ab8-4278-a145-19433e6a7f3b
981,fc3d02e6-bfc2-49a5-8376-1c5e5d04e5e9
982,ea356ddc-40f5-4d49-add8-383e56a959d4
983,7e5bb485-17c1-4398-ac6b-6c297658cbc3
984,6b60389a-92da-4353-b4d9-9280d0638f5f
985,8d8317a1-b92c-415e-a6bb-04746126ee07
986,bd205ae6-20a9-4782-a204-ac8bb1c04bbc
987,71fd61a4-39cc-489b-97c7-dc6fbbee717c
988,6c50325e-7080-4ca4-a3df-fdc83fd55211
989,FR-13002091000019-2023-04-11
990,ZAEU-10-48579-PRO-BHG8JR
991,c4f8d87a-1d81-4c18-bc35-1b47514947dd
992,3c63e9b6-f143-48e4-ae4b-2f13f06a2cb0
993,f1c7e6a4-7709-4e10-876e-e1182048514f
994,02716295-feae-49fa-8b22-84cd735b4de6
995,c35b0470-9883-42ff-927c-b4eef987c50f
996,b9ada834-cad9-4522-bf89-ff83c1a20ad9
997,de97570d-1559-41c4-8e50-2b79a87a710a
998,FR-18008901306731-2020-11-12
999,Cartes_g̩ohistoire_Bass̩e2
1000,bd045025-5237-4752-a15e-666328d1d8d0
1001,79ccf4ac-c223-4157-a0bf-d169ce99e566
1002,bafbcc03-fc26-4148-97bb-1235cb35aca6
1003,e42c7e4c-adcb-4d2c-9bb0-eceb7bf9bd33
1004,bb9831be-2a48-4b4d-9545-22d1ca0c38db
1005,24b0f953-7fb5-46e1-850c-75d4e519c9a8
1006,5ae1c6ac-28b8-4f78-ae9a-9bc77c8ef740
1007,4a40ec8c-cc54-41d8-9099-528d292426ae
1008,FR-18008901306731-2017-01-19
1009,76b32360-3505-4d3b-8c35-b5d662008150
1010,FR-18008901306731-2017-01-13
1011,5e149c19-a7da-4f76-94e8-752069f437d8
1012,FR-18008901306731-2017-01-15
1013,483f3c04-2b97-463c-a453-f2f6502d0f87
1014,94f71075-ce3c-47c1-9ce8-8ed28758c432
1015,9e6ccf71-b31f-4580-9c1b-d149ec864e42
1016,FR-18008901306731-2017-01-10
1017,a42c6b7e-c45d-40f4-a7fe-3c9cdd656afa
1018,14a65963-f0fa-4773-8b27-5121c4faad9e
1019,85c5d9d5-1a63-4907-9f6b-2149cca82255
1020,FR-18008901306731-2018-12-03
1021,FR-18008901306731-2017-01-12
1022,9c68bbac-5a64-456d-bc52-12fd2b6710e8
1023,4d080717-0cd2-4116-8e58-d2d64962f593
1024,b6ac11a1-e3d5-443b-a6c7-29b16b0842d5
1025,38f36651-ad27-4ccb-bb0f-5cef0c39bb73
1026,FR-130005457-201808290955-1926_Carte_LIVE_Rohrschollen_L1
1027,525dd848-3a46-4b91-b2dd-6f315faca977
1028,393c4127-4f78-445d-bd83-ed795626e936
1029,115fb2ff-d146-43eb-936d-0449de6e0a84
1030,68f320ab-4fff-42ac-a0cd-6b9f43ef71fc
1031,bc7c371a-a56b-4d21-9020-c3250d13b080
1032,FR-18008901306731-2017-01-25
1033,FR-18008901306731-2017-01-26
1034,de941052-b3ab-4e0e-bc34-8aa2a0052f0d
1035,FR-18008901306731-2017-01-20
1036,cbfaac68-6b5d-4da8-8460-35c8b6373686
1037,FR-18008901306731-2017-01-23
1038,9eea9b14-5e31-4eb7-9a88-41e51b77819d
1039,96477802-3887-410c-b921-b22d1460e63a
1040,0292c188-7b52-4719-96f8-1ff561912ab1
1041,93354a4a-8145-4fe5-828c-381bdb1c6044
1042,0e2a78f9-371a-4fa5-961a-253c960ec5da
1043,FR-18008901300700-CEBC-2016_assolement_noncouvrant_2017_ZAPlaineVal2Sevre
1044,0726c4c4-cb3b-493b-a2b2-102cd68f233d
1045,96b2b7fd-6097-4c32-9750-523c850a092d
1046,45f6368b-164b-4d8a-a15e-ec7c2ce5cd61
1047,dc5e1383-bb1a-451d-a20e-270a18be4c56
1048,7ae10e94-e3c0-48cd-aa05-1a618e2c9703
1049,2bbfc264-fb79-4cf4-a46b-c71b78cfca60
1050,4866032d-2e64-411e-bd89-4e79fc5cb2ec
1051,3f5393a3-4cb4-4603-ac6b-e16aa699a31a
1052,b86857dd-c87c-4875-82fd-96019b0f5c3e
1053,54cef849-64f2-4907-97f8-3fb7f59cd0fd
1054,d3aaade3-dbde-4f9b-9833-4dbc38531f7b
1055,15de9e4f-2a20-430a-a3dd-13c82e2a96d7
1056,fa84491a-51ad-46fe-a96b-d2475ecaa191
1057,info:doi:10.24396%2FORDAR-19
1058,FR-18008901300700-CEBC-2015_trait_agripop_ZAPlaineVal2Sevre
1059,08c8fa8a-86fa-402c-a01d-71c166efe574
1060,2b1c0a1a-83e6-4e0c-adc8-093d4a889606
1061,806254bf-6180-49e7-9325-4d35f931b6dd
1062,8ddd0828-7b2d-4f86-b63c-a004feb526f1
1063,c0f9273c-411c-4235-bd7f-179ea78ba533
1064,3082cbba-444a-4598-89ac-23584bbfc3b6
1065,c558a982-4a30-4a07-81d0-3503985fc00e
1066,9a691a16-d673-4286-ae2a-aa0dcebecd2d
1067,26fb464c-a5bd-486f-a249-980dbff22277
1068,1a721987-63e3-448e-be96-b5e2e2a7069d
1069,539d9764-f3dd-4602-b12e-29accfc70104
1070,0c05b089-93c9-4596-90d2-0bf6656fbaad
1071,24976c3b-f301-4c75-85a8-640d230d4dc6
1072,89c255e8-2a7c-47d6-9f87-bbb880804043
1073,23156d2b-8b99-4a90-a9a7-3efaf08582a4
1074,f1a01969-cb3b-45bf-ab16-5c35ca9fdd58
1075,FR-130005457-201808290955-2017_Evolution diachronique_LIVE_Rohrschollen_L1
1076,daa1431f-78bf-4d83-9ecd-0ebc12083024
1077,5bf9ae1b-58ac-43da-a2bf-e4a96a11afd6
1078,29eaca5e-6e92-4472-93e6-baae24c5a424
1079,c62e3ec8-d93f-4485-9777-2b28c2585fb3
1080,75187162-c802-40e2-9362-9161c576924b
1081,5e385a99-6b25-417f-92dc-2ee8b01c80d9
1082,c533b75a-a4db-49f2-bb4b-016388410ee9
1083,ee183b53-93b0-485f-a6cd-e52aef9131c3
1084,2789ec4a-224e-4579-87c7-4a9373d81adf
1085,2bd3ecd6-f60a-4d24-a0ab-ab4b2d758884
1086,dbe973b7-ea90-4471-81dd-5f6ed2764782
1087,abba9eb0-580d-491a-890d-5b0f6af5fe83
1088,234baf2d-89fe-4275-894d-11d14cbad61e
1089,FR-130005457-201808290955-2010_Carte_LIVE_Rohrschollen_L1
1090,9af59405-d8ed-494e-a0fc-68c746a27f71
1091,02f1750f-73f9-466e-8ee9-9c42fbb5029f
1092,FR-18008901306731-2016-11-23
1093,578a1f9b-7c0b-4ca4-acdf-80e386d73b0b
1094,48ba49dc-c631-493b-9e14-a4dab5143f01
1095,fb7bdfb6-73ea-429a-8d35-2f94f5675474
1096,499be9f6-b888-4196-82a7-f483c0b953f8
1097,e3ad320d-f77e-4d59-8425-1fe11f754720
1098,0bae6fff-0a60-4d1e-958d-6f6d8c348787
1099,FR-18008901306731-2017-01-04-02
1100,FR-18008901306731-2017-01-04-03
1101,215e1f63-b2a3-4f7a-b0cd-9afa004d8c2b
1102,bc880b49-62f7-49a3-9dd9-878b227c1083
1103,17c69e9a-c64d-4411-ae61-372b6de18845
1104,ZATU_ca932ef8-2ed9-11e9-a271-71a2a9a47952
1105,09e9a3b4-ee30-496f-925c-c79524afb135
1106,a16c8db0-0402-47a8-990c-58957a3fba85
1107,3c573797-e55b-4d90-b774-830be3b7f2dc
1108,8d350297-243b-456d-86d2-b49e22c0e285
1109,e2b28e48-c170-4c55-b3f3-5991bbd2a540
1110,68ddb9f2-3055-407e-9f39-619cbd401dcd
1111,529f34df-1d80-48eb-bc5c-31f2346785cd
1112,7d9ad2e5-afcc-4f53-9b62-ac48e67069fb
1113,6ba2bc5f-09d0-4cd8-80a1-b8eaf97753e9
1114,d361328f-0e30-4e8f-ab55-961251ee0068
1115,514398f7-0537-41d7-a0e5-e3fb8423b6cd
1116,5a6c18fc-4f3a-4a8f-bd36-afd0241c1869
1117,4b17bd8c-09e7-497a-a79c-fbf1dfe37dd8
1118,ec02f62b-bea0-4a41-9266-e13e15545797
1119,395b8455-9ce1-4308-bd63-7b6843ad1845
1120,c285d5d0-875c-4bb8-9e89-03bb91bc44b5
1121,1e0b4f83-08dc-4688-92d4-2cde44078c17
1122,f5e3f5b8-dcfb-4a95-b409-bc8d9fc724fa
1123,9e8a9e23-ae88-4b6d-872f-475ba6b9348d
1124,dc41f3a3-0a7a-4d9b-91b1-c1d860d9cb2c
1125,92bec6dc-3a32-4100-9ec2-d0a8b7aee9ff
1126,867d37cf-66ea-4f8d-b9b1-07eee92951f9
1127,43b1ae42-ef79-4292-b7ab-cd7ea301a68b
1128,e978b49b-4026-424e-9e6e-27c75f9a1063
1129,de283e8f-ce64-42ec-a361-d6ddbe4a25f1
1130,55bf4b41-2701-4e1c-ab72-f67cd87d9e9c
1131,269fa641-46c1-4003-8003-03b2cbc752d5
1132,1ddad58d-a687-41e0-89ff-e4ddc9abe16f
1133,0ae97260-98df-4d01-a5bb-e881fdd6f8b3
1134,b1c0ec4f-3f30-49e6-9cb6-aff85c065704
1135,FR-18008901306731-2021-01-26
1136,df82b5d3-d09e-4f63-a781-41b33c9b5984
1137,c8d4f42d-094f-4d57-bcb4-8d8461450425
1138,76eaad5d-20c6-4a7e-b79b-0176b602a4ad
1139,663b5422-f954-427c-806a-a61dace5f77f
1140,a3092d93-f040-4d65-9824-3ebf2224e0f9
1141,10718126-3bac-46a1-acbe-8455cad85126
1142,868cce9d-b3fb-43a5-80c9-4e0480919812
1143,390b5704-8789-4189-9f6d-e8a1538ee9b8
1144,88dc4c97-b53f-4aa2-88e5-f71a8a7214f9
1145,3a602cfa-cb60-48b1-bc2d-21cf26a6111a
1146,1da31222-b30b-40d5-a520-5cc21cfa68cb
1147,eca188f4-91a8-40d7-aa03-06a486a633a6
1148,de5db093-4336-4d5d-99f4-fa172e04a92b
1149,82b321b9-5cb4-4330-b6af-4e163a1ed83c
1150,d15a172f-088f-4fef-a5cf-4b8cfaade599
1151,2ae20a2c-f74f-4d86-874f-8de742e8ce53
1152,31174fbd-9a15-4f15-aa7e-4b905e6113d4
1153,15f6321e-b03e-4ebb-b1a9-f426ffc1d087
1154,3e596704-d16b-4a31-9f3b-18fd2f375c05
1155,b5029f0c-7dfd-42a3-9916-1e3dac10489c
1156,9b819ccd-546a-483a-a298-b1f47f193e57
1157,40932ab2-ebf5-4829-a896-214c7fa58945
1158,c68463b0-4715-4aaa-8efa-cbc9ccc95695
1159,5296ad31-dfe6-4bbc-892b-aac4a1c7de21
1160,7cf0ce8e-ccbb-4fe8-9682-d289665a49fc
1161,b4442233-8054-4c55-ba95-153db61af38c
1162,d6724eae-dd5b-407d-865b-15200bd523ee
1163,c38b129e-fe24-400a-a089-f06766949c41
1164,83fc164e-bc04-4ebc-8374-8b4b85944317
1165,aaab8da4-894c-499d-ad9f-8b04d2e8391d
1166,7c28f918-d37a-4e2d-ab2d-5d11b234c94c
1167,1a75116c-882d-4b01-9fb0-d8714f28a790
1168,2495eb4a-e858-4615-9adc-405aaba9611e
1169,3edf1149-29c1-474c-a63c-5777c9a24560
1170,2cc593fb-9537-4fae-a0ad-22c1307d6ff4
1171,34137554-fa22-4f5f-bf5b-46add878e187
1172,b213ee16-c5bc-4040-9e92-1f19abd0fcf1
1173,e5b5501e-980b-42a5-b131-af2c72d9028e
1174,RZA-10-48579-PRO-VIJEHR
1175,1492d1f3-6100-4718-9d38-53d8fe64179e
1176,0dee5850-6fce-409d-881b-d0e22d402c16
1177,0944a985-3781-49bc-802f-8dbebb53746d
1178,3703c466-662a-42f5-bb7a-eec51973f2e3
1179,info:doi:10.24396%2FORDAR-67
1180,0c0af04a-3561-4650-aa43-7a383dc55cb2
1181,FR-130005457-201808290955-1828_OCS_LIVE_Rohrschollen_L1
1182,f07dd249-1b23-4456-b713-5c5e9c4d194e
1183,c51b43ab-a464-46a2-9edb-e40c2d9c3739
1184,d76a5bc7-10b8-4ce1-ae71-c15841eec274
1185,a9bab89d-1d61-4f81-b9b5-a7261b3c89ef
1186,2dc8ef45-80cf-4974-a4c0-23e6e9e6357e
1187,f246e4d3-fe49-4b35-825a-3db2cb007c55
1188,7cce0e7b-3bc5-419e-bb0f-52cc5659836d
1189,info:doi:10.24396%2FORDAR-72
1190,b8ce7a8a-beed-40fb-b6cb-4a29fe0e459c
1191,info:doi:10.24396%2FORDAR-73
1192,FR-18008901306731-2017-12-05-05
1193,info:doi:10.24396%2FORDAR-71
1194,info:doi:10.24396%2FORDAR-76
1195,info:doi:10.24396%2FORDAR-77
1196,acf29b2a-6c10-4e1d-9f2d-aa12c444435f
1197,info:doi:10.24396%2FORDAR-74
1198,ad020b7a-ef57-4db3-a140-e16cf73b2654
1199,info:doi:10.24396%2FORDAR-75
1200,info:doi:10.24396%2FORDAR-78
1201,920db34d-a72b-4ae9-a4d9-4bda02abe142
1202,info:doi:10.24396%2FORDAR-79
1203,0303a71f-0fee-4045-ab64-69180408a33e
1204,14f9586a-28fb-468b-b4a4-91eae6ad189c
1205,1188124d-347e-40e2-8b03-7df6520d6750
1206,4e03d9ce-a919-45a2-bc40-bf185afe1a61
1207,EDF-AERMC-AinQualite-2
1208,FR-18008901300700-CEBC-2016_nichoir_agripop_ZAPlaineVal2Sevre
1209,9f6b7bda-cffd-408d-ba70-c4dfe40d2b7f
1210,6b15e09d-e5a1-4f2a-b6e5-34101d380990
1211,080a8001-f607-442f-84bd-5f1e33d5484c
1212,591934e1-4a79-4596-9bdd-0c67d150ee6e
1213,a16867bc-2c8f-4756-a4f4-b7a4fd3c7413
1214,0cef79cf-e8d4-4019-971d-969cb753ef72
1215,198248c6-f9ff-4706-a3ef-3fba462cabba
1216,d8a33344-8e71-448b-b6d0-2539c9d2d2ca
1217,07607e70-fd10-4fee-bc4f-1442504419b8
1218,93ce64d4-64d2-4553-b62c-9847f7ab32bb
1219,95b29740-1585-495a-b57d-683fd2c9494b
1220,ae309788-a51d-4d13-b623-7e442525806a
1221,a0d13211-d0f7-4209-ac62-d6a1fea87fd8
1222,5910afbc-a71f-42e6-a4de-8e580ffce50b
1223,f29b7a95-2675-4288-b333-8fc0d860a3a1
1224,6aafc37d-dbbc-4a1e-b415-9755cbba4bd8
1225,RZA-10-48579-PRO-GEYMXV
1226,info:doi:10.24396%2FORDAR-58
1227,ca33df79-6f67-443b-9cc8-a1e23cd81750
1228,info:doi:10.24396%2FORDAR-59
1229,info:doi:10.24396%2FORDAR-56
1230,440bd0c2-d029-4bb5-ad3a-ca12c53c5ae6
1231,197fec6f-7723-41c8-b223-d4f43d0c2580
1232,34226cd3-9581-453c-90c3-50448d4dcdf7
1233,a80a1c0b-c1d4-46bb-9326-57be77dd3e5e
1234,3b2d53a6-1aa4-4754-9f84-f01ba04ab88e
1235,85795ee5-13e1-4c4d-b02b-aa98e1b4d5dd
1236,9c8e0550-ab2d-4d50-8004-9582f96942ef
1237,3f397d3e-2577-4666-802f-7a4b979fc7c2
1238,df64c15a-0d24-436b-9a98-5c062ee6fbed
1239,566b9915-e3bb-46fc-b935-5f7e44121341
1240,info:doi:10.24396%2FORDAR-62
1241,f636e539-a63c-4d03-87b8-e88cf377d2c2
1242,7ac8352a-bb65-4492-bb26-f748637e0544
1243,706a5187-a620-492e-a966-3ce5de555a08
1244,6caf24a1-52b3-48a8-bb42-62972fea66e0
1245,8521cf91-18e4-43ca-a9c6-010781ed46e0
1246,7b6f611b-07bb-4eee-9de4-57fe09d5c32f
1247,XML-10-48579-PRO-AFXQRN
1248,3a2b6845-2612-495f-8c17-0905f5e4c981
1249,7284a414-826e-46c4-9c84-6743f34664a8
1250,00c9d921-4bf1-4c82-bbb6-daa16d7c170d
1251,MUZ_EDYTEM-ZAA-ADN_Plant_cover_dynamics
1252,52b554a9-6ba7-4208-a18e-18da2346ed43
1253,FR-18008901300700-CEBC-2017_assolement_agripop_ZAPlaineVal2Sevre
1254,c52dc980-439f-44b4-b6ed-6ebfd4e175fe
1255,40da9bf5-abcc-4ccf-b965-5465b1708b6b
1256,19bf8bd0-27ab-4061-9c3b-daa9e87f2d6d
1257,3d02f69c-4a78-428c-936e-079a39424077
1258,142560ff-335f-427e-9f24-14c5cfe1f3eb
1259,50087fa7-b24f-425c-8842-77eac1bb3b7f
1260,e181cf8c-b857-4bab-8cf2-7ad692fcbc47
1261,b9f579e7-5ff0-49ef-954d-cb5c81404f91
1262,c733b578-0646-44de-af0f-ad96ef873688
1263,743a4c03-b7ee-4f09-a46f-412917226c94
1264,85c0394f-3385-4805-b78f-038d14e733a2
1265,59df69cd-9487-4221-9c09-a5d75b110e2c
1266,cab2ca71-1309-4ed4-a427-2e9bb17c451c
1267,60e6d552-2062-44bf-9b77-27e60fccb76a
1268,fa9da4b8-94fe-42b1-a430-948b63cd8df5
1269,1e1e6d19-5479-421a-a169-8d7adad329b8
1270,ZATU_c7f03e8e-2ed9-11e9-a271-71a2a9a47952
1271,FR-18008901306731-2022-03-30
1272,4c76d7b5-1162-4ba3-a40d-4066e54d6d68
1273,c2629e87-0957-4ad1-91d1-ee0cb9085d9a
1274,99c35995-2ce3-4c4d-9fd6-6ca3795e708a
1275,6f4b3512-a920-4699-84da-f590bd178251
1276,1dee8b3b-b982-43b8-88bb-fc22500be45c
1277,c079caac-e62a-45fe-b3b3-0a825b7c27d1
1278,56627300-b920-4f2e-95a2-f9bcfc685ee9
1279,3611522b-ade5-444f-9b3a-b2d8031c6446
1280,8d9f30a9-67b1-4c47-9a0b-a0ccb3d091f4
1281,34dee7de-57f5-4c78-9973-bd609e8fa1a0
1282,e615a77f-bc93-4a9d-82e8-8d7e1f12aec8
1283,1d2e69bc-1120-4871-a418-b31d2705e62c
1284,0ef15a75-459c-4bf8-b8d4-1d0d0e80603a
1285,33d0e59b-b386-4ab7-8f72-5d93a226af5f
1286,1ea4349f-a1fc-4f67-8a36-8f02f23ff748
1287,ee486a3b-5603-44c4-ba3e-910a5c1b4f37
1288,547c7051-ad0d-49e2-996e-a938eb7cf217
1289,ff45e02e-3a56-4556-b1be-6210877a9015
1290,59749ca6-17f1-488e-b797-0530a07dade8
1291,ac2c45c5-f279-406d-993f-75e41e6e531e
1292,2b0b74a2-b8bf-4458-b239-4df72c54f55a
1293,FR-130005457-201808290955-1743_ScanHisto_LIVE_Rohrschollen_L1
1294,a6bd214f-c5df-49d4-8869-6fb232eaadc8
1295,cfb03ded-40d6-4bca-82d1-a1bd3576d09e
1296,ZATU_ce9f0ee0-2ed9-11e9-a271-71a2a9a47952
1297,674c0829-e96d-4a19-8edf-21cbe1bf1431
1298,FR-18008901306731-2022-03-24
1299,9ec26657-d9fc-4488-b167-ebd07e4e90b6
1300,8e4a4787-ebf3-4de1-a834-867b12f53388
1301,51154bb1-c263-4157-8ee4-a4fbd5aef0df
1302,74d0cae1-7605-4cb1-bd00-708592ca267e
1303,d129c9cd-bf8d-4991-b8da-c00d0b6705aa
1304,7c1858a9-e5dc-4da7-ba0d-e96662e333e2
1305,b686b5fa-9791-4447-8304-5d8c47c745ca
1306,3a6f661a-d122-42db-99b0-1922a5c9f184
1307,51e6ec82-e3e8-480b-9c0b-2aafbd9e3e4c
1308,0e300c74-ba22-41f5-9560-e62f55712d94
1309,994ca367-43f3-483b-a7d2-405922ed253a
1310,aa5e6774-6882-462f-978d-53717dc63f47
1311,042797c0-9c50-438c-be2a-d599f59e8faf
1312,8b6e5dac-60a1-425f-a357-920909cfa973
1313,FR-18008901306731-2016-09-09-02
1314,FR-18008901306731-2016-09-09-03
1315,2fdb0caa-6032-4eef-81c4-07a9b8bf7919
1316,ac0384b8-7d1b-4efe-a6c8-fc3e31cc63e8
1317,378f00eb-1fa4-4179-b54b-46c49d41bd78
1318,e6a88dfa-4888-4683-9c96-372c1fe3c0d9
1319,13913e39-18ba-4b8f-a797-254b900bdf79
1320,670eb0b4-78a0-45aa-bf2b-6e6ba61691cf
1321,e26ddf58-59b4-4595-9b81-07f503089b59
1322,389bddc0-5901-48d0-88e0-35da2f64be86
1323,e8ba3c57-d0ba-46eb-b08f-c70b2eb6855d
1324,6a9321e9-fa00-4156-84c1-14144d731008
1325,d48b47e5-5e70-4341-9a9d-8a06da07714f
1326,51b2ba83-0a17-4809-934a-301798b9a831
1327,6a5c5bcb-3f0d-4bca-90d3-05699ed32f54
1328,e5f68476-ed9f-408e-9be6-561c937c223a
1329,8acb2303-f465-48c5-9402-7967412c49d7
1330,dd0f8966-d790-4bd8-8066-c1bc7b62caf7
1331,957fe363-8f68-4a1d-9e9f-31db07282b9f
1332,8955602f-4e7f-4720-a0f4-ce24ab940f46
1333,64a421d4-3025-4d87-b09a-f94f9a673890
1334,35f2308e-3249-4a43-b45a-3524f67151df
1335,FR-130005457-201808031630-ZAM-RU01
1336,98a1c9a9-f13b-48f5-bd3c-326a37e6aac8
1337,3f8937da-eb84-46d2-a264-307c7a83ed37
1338,3258373e-4944-457b-8e81-49ed8b005823
1339,b7a8e570-167a-44db-acbd-9df716ffc681
1340,093b213b-b246-4add-945d-5ccd4090abbd
1341,8fdde457-f931-4a31-9a63-63a5d7dabce2
1342,7a09b42a-942b-4fa7-a3aa-217dad9a07ee
1343,3254db15-c966-434e-9d99-baa5cec45aeb
1344,4ef56fe8-4aa2-48eb-b6c4-69070cf7a605
1345,2211c480-2d53-4ad2-a250-cbc7afdbc6c9
1346,d31c4000-41ff-4bba-afc4-e792a4381023
1347,e5647b44-bfff-458e-8804-38a4b21a8cd2
1348,65ce0464-8b2a-419c-b07f-1765d7df225a
1349,865432e7-eb25-44f0-8039-7b93bc394d50
1350,9e59e204-c321-42da-8fd2-9b14af29e873
1351,FR-18008901306731-2017-02-15-08
1352,691507c7-7e23-4b33-a15a-e8bfed466c07
1353,FR-18008901306731-2017-02-15-09
1354,95aef630-edc4-4d52-b85f-ddbd10df9771
1355,FR-18008901306731-2017-02-15-06
1356,FR-18008901306731-2017-02-15-07
1357,5621333c-d1d1-4fb0-a3be-697492700556
1358,FR-18008901306731-2017-02-15-04
1359,84863dc7-fb16-4770-a91c-301fd11aeed8
1360,502e1561-c20e-4d3f-b25d-84e34b5affd1
1361,ae0612cb-d843-4b60-bd1e-e2fc0820c467
1362,16963161-bdcd-4ef2-a31f-dde52a0ca11e
1363,7e67efc6-e262-40eb-b9bf-5de558380067
1364,79cf7a1a-9d58-45cf-8a11-13033d90cd94
1365,FR-18008901306731-2021-04-22-02
1366,e580a7bb-cb9e-4cf5-894a-c85d603f7b82
1367,85b1e1bc-ae8a-4014-8d09-16148dacf0f7
1368,025c571a-2008-43c7-b607-d71bc9ff8d75
1369,118e30ca-64ad-4154-b908-e66587e1f05a
1370,c4c9d7e1-21b7-4fd3-9973-1ace64339c84
1371,97231782-1c5b-4f0f-8f20-8cad030c4825
