,uuid,nb_champs_renseign√©s
324,db754b08-9b08-4ec3-8a16-c440139fe31f,3.0
325,fcfc242f-daec-4e54-b7bd-14efd75aa4db,3.0
326,e071c072-0138-4884-9efe-16864ed194c5,3.0
327,f8f5c1ec-df15-4c88-8bad-e74007fab8ef,3.0
328,eb09765c-cb15-4a54-966c-43c7e3c508eb,3.0
329,e9085c6c-8b4d-4c74-8989-0a522feed7ce,3.0
330,2b924157-cab9-4278-92f0-4db17c7b5ecd,3.0
331,ef33bd8b-0bad-4c8b-9cb1-c95625c15436,3.0
332,ef960cb2-d70b-41af-bb6d-2397d1f1b279,3.0
333,dc890f69-984f-42bd-bc7b-b0e806ff4b72,3.0
334,f722f81a-4a75-4cd4-9988-3a3dd31f11c4,17.0
335,89d1a51c-4f57-477e-b586-cc2aa066e0d3,26.0
336,3479cb66-04e7-442f-a244-62f077aa3fec,16.0
337,47059d14-be39-43b3-8c04-0d5e40712178,16.0
338,3fd16f51-976b-4209-88c5-7ab0e4425fe9,16.0
339,4dd0ccef-2a73-4da9-92fe-f77010893014,16.0
340,4e03d9ce-a919-45a2-bc40-bf185afe1a61,16.0
341,39f8b98f-06a4-4d89-b9d2-6b1e5804850b,16.0
342,415fb6d8-a135-4971-84ca-30039fff500c,16.0
343,59b5c47d-c576-4b07-be19-0470e4045edf,24.0
344,347d61e1-9727-4944-98b3-8b41f6ad096b,16.0
345,3faa18d5-7cf3-456e-aa6f-ba38a7c2e731,16.0
346,3b156d45-f21b-49bc-9286-136acc0cd5a9,18.0
347,4902da10-4d2c-4b4b-bc39-9e59003bc6ef,16.0
348,4b3dd045-b782-4599-b48c-f00e208faebf,16.0
349,71fd61a4-39cc-489b-97c7-dc6fbbee717c,20.0
350,8d72cbb4-e8b3-4419-9c7a-f3b61ac91ed2,12.0
351,8f22f05e-6b83-4fe7-9b32-020c6e6c6c50,20.0
352,3c63e9b6-f143-48e4-ae4b-2f13f06a2cb0,16.0
353,8521cf91-18e4-43ca-a9c6-010781ed46e0,19.0
354,8ac4f1b5-1ae6-4884-982e-e351ad00084d,20.0
355,3e50aa97-1250-4149-8dad-571f6eb5608b,16.0
356,4a40ec8c-cc54-41d8-9099-528d292426ae,16.0
357,437fd223-b80a-470b-bc86-7e9a7ac7747c,16.0
358,91aa1ad6-e82d-4a1f-97f9-1ce85e8be60a,20.0
359,81d567de-0b18-45c3-9cb0-287d78b60309,12.0
360,77b000e3-7e29-43bd-8fb3-9b9028b70d01,20.0
361,64cdc9fc-da9c-420e-99b0-b8df96526d52,20.0
362,48b5fb41-d775-4d10-a45a-a6f06b05e622,18.0
363,4b317e7e-2d6c-4c1e-8a48-23c11f5c428d,16.0
364,40da9bf5-abcc-4ccf-b965-5465b1708b6b,16.0
365,68f320ab-4fff-42ac-a0cd-6b9f43ef71fc,20.0
366,3e59e077-1703-4b1c-82da-f6d6985b5622,16.0
367,93354a4a-8145-4fe5-828c-381bdb1c6044,12.0
368,8c8bcf2e-b3e5-4c45-a836-c357cefa3a53,20.0
369,7ed38efa-0b20-4d89-8fdd-8a865293eb53,19.0
370,4995531d-3ac5-48d6-8f7a-d15f64f7c12d,16.0
371,34d81586-1382-45b9-9762-4c78fc3f0db0,16.0
372,6f8abd19-ba2f-40b7-b728-067a8a04109e,12.0
373,6efe853f-8c8e-4a0f-aa12-2fc4607b028e,12.0
374,7617adcc-4287-4cb3-89f5-87ecc5275080,20.0
375,59749ca6-17f1-488e-b797-0530a07dade8,12.0
376,46c063c8-3369-49f5-bd08-01950a6bf734,16.0
377,338c52a8-c288-482a-a91a-bfea23b09ec9,16.0
378,8f6096d2-ab7b-43e6-ba02-de090dd1d38f,12.0
379,4d215f75-e83f-48fa-a574-297c1e0e8d38,16.0
380,826dce44-b14a-42f5-bbbb-71ac0f5382b4,12.0
381,85701a02-277b-4b73-9d8b-69f7d83bf515,20.0
382,87222542-80d3-4326-9957-2108c8e225e6,24.0
383,3a11852c-faa1-400f-a21f-7b2585f646cb,16.0
384,3a6f661a-d122-42db-99b0-1922a5c9f184,16.0
385,367ce1f0-4f15-4614-8f12-34f25a9a41da,16.0
386,38c8cb9d-a041-4efe-8cd5-1bbf7a3fbcfd,16.0
387,48e425ce-c1d8-4823-a0c2-a26f57933d72,16.0
388,994ca367-43f3-483b-a7d2-405922ed253a,12.0
389,46cb12df-9f47-4c98-9e83-e2b058115642,16.0
390,870903a7-3b9c-4d1a-9f09-073e092b8875,12.0
391,6805cd50-aa31-4c29-aec4-02ea328c56c1,17.0
392,5d638060-4ce5-48d5-905c-674be4166b8e,20.0
393,4abf2493-6893-4a97-98ae-a543d4129d8e,16.0
394,378f00eb-1fa4-4179-b54b-46c49d41bd78,16.0
395,404c5eb3-82d7-4ba5-b785-1a388fa0c804,16.0
396,43eae6a7-a21d-460e-bcc7-788a2819667b,16.0
397,8a2c4b11-db06-47e6-ba50-321eb3dd63ac,23.0
398,98a1c9a9-f13b-48f5-bd3c-326a37e6aac8,12.0
399,6ba2bc5f-09d0-4cd8-80a1-b8eaf97753e9,20.0
400,3258373e-4944-457b-8e81-49ed8b005823,16.0
401,395b8455-9ce1-4308-bd63-7b6843ad1845,16.0
402,369ab9ac-ed7f-4e78-8162-67aaa1a0de74,16.0
403,33ff8b82-6d15-45f7-8f5f-83a6d4f54be7,16.0
404,43b1ae42-ef79-4292-b7ab-cd7ea301a68b,16.0
405,45a8301c-d46e-4753-bdd3-e54be2b9fb8a,16.0
406,4366ee9a-2c12-4557-b252-ca9aff37954c,16.0
407,418b0f2e-52a4-4e54-b617-6c54ddd31ad2,16.0
408,390b5704-8789-4189-9f6d-e8a1538ee9b8,16.0
409,3a602cfa-cb60-48b1-bc2d-21cf26a6111a,17.0
410,402ead01-0280-4572-8452-ea544f25af9e,16.0
411,3305a328-a41f-425f-ba3e-561cdc287479,16.0
412,a04813a9-7a1b-4d6b-b36b-9efcaeb9ac05,19.0
413,3f4bbdff-2fd7-4c05-b969-f7f1f4c0f126,16.0
414,4a0b480b-a5ad-4d0e-9a82-84767e6b22c7,16.0
415,9f7d88d6-bea8-465e-9241-429dc73da984,17.0
416,3d647053-fc6b-4138-9841-69594abf16cf,16.0
417,4709693a-4f95-4db9-8e73-1a2e77262978,16.0
418,a6e371bd-11d9-49a7-8cfa-9e1d571054c9,20.0
419,912d1d6c-31fb-4a83-aacc-d5059aaedb9e,12.0
420,7c6f9d47-150b-4638-a62e-551dbdcd559b,12.0
421,4d2f2a4b-d2ad-4e87-8dc1-92db2a82557e,16.0
422,487152a8-4e4e-4ea3-82e5-53c2c6cb3a0d,16.0
423,4b96271c-6303-4a14-99bb-f620a5abb3b7,16.0
424,31ae7a4f-3dc4-425b-846f-1ea9e154a230,16.0
425,3703c466-662a-42f5-bb7a-eec51973f2e3,16.0
426,87ca4c80-2122-4926-9706-97a831405d61,17.0
427,46eda291-0e84-40c7-90f1-7e79320ae58f,16.0
428,47b2d0cd-3c5b-4c0f-8d1a-e63b82b214a2,16.0
429,35953056-c826-4dcf-9863-e6d0df9223af,16.0
430,7cce0e7b-3bc5-419e-bb0f-52cc5659836d,24.0
431,73c118d1-c72f-4080-adad-f014558d7e68,24.0
432,3f4fbe5d-0704-44e6-ae57-2deec6c8eb68,16.0
433,93856895-198b-4621-a751-658d498151a5,24.0
434,9371f66f-7ce4-40f2-892f-25de95f79dd2,17.0
435,a19b930d-ed9d-4322-ba12-293fdbd4ebf2,21.0
436,37d3a8f5-5c87-4e16-998e-674c8151e252,18.0
437,3365cff3-9380-411d-b7e9-8108d065bb5a,17.0
438,85b1e1bc-ae8a-4014-8d09-16148dacf0f7,23.0
439,88dc4c97-b53f-4aa2-88e5-f71a8a7214f9,19.0
440,82b321b9-5cb4-4330-b6af-4e163a1ed83c,26.0
441,40932ab2-ebf5-4829-a896-214c7fa58945,19.0
442,79cf7a1a-9d58-45cf-8a11-13033d90cd94,23.0
443,663b5422-f954-427c-806a-a61dace5f77f,20.0
444,8165eb18-a2fd-488a-82ed-2198d68ff005,18.0
445,7e67efc6-e262-40eb-b9bf-5de558380067,23.0
446,4ef56fe8-4aa2-48eb-b6c4-69070cf7a605,17.0
447,728d71e2-3ed4-419c-bb81-f5c5e883e94a,21.0
448,93876f8a-5d7f-4bb9-a825-81cbd79e93c2,23.0
449,7a101474-7eb6-47aa-a7a8-8eef563b5133,21.0
450,3c96ee46-b84e-4fa8-840d-7d58628c46a1,18.0
451,1b647786-9280-40ae-99b2-fb182d300114,20.0
452,10718126-3bac-46a1-acbe-8455cad85126,16.0
453,19959e61-c871-41d2-aa24-3844cadb43ee,18.0
454,11108023-3086-40cb-91f5-43cd56d464d9,16.0
455,11502b5f-1ec1-427a-919a-7497258ffea4,16.0
456,28943da8-693f-44fe-8ddf-0e6f6e9b8d59,12.0
457,2830bf88-e927-4447-adc5-a1e546a2559a,20.0
458,4470708d-ab41-4a67-b364-f2ff798e4a0f,20.0
459,1386068e-0034-4cff-a31c-f59e5f974aaf,16.0
460,1e6e68aa-e4f4-4c4c-b6bd-7002e212b4c8,12.0
461,0a4e8b56-e229-4b6e-8554-249e59cd3c5a,16.0
462,1697dce9-969d-4c0c-be4c-64b56bab35ef,17.0
463,35a44ebd-1f32-43b4-bba8-743397abc211,17.0
464,2b29be66-fc66-47f7-91c3-7c20cbbf8c3d,19.0
465,3edf1149-29c1-474c-a63c-5777c9a24560,12.0
466,12a13446-cb2d-48fd-b2ae-dbd1c96bf8e6,16.0
467,4850372f-5fd6-47ed-9246-1794c4d0e243,20.0
468,0dee5850-6fce-409d-881b-d0e22d402c16,17.0
469,0c0af04a-3561-4650-aa43-7a383dc55cb2,16.0
470,14ffd689-f090-4659-b240-a4de6ff6c44a,16.0
471,340d5574-4283-4e46-844e-b2885d712c87,20.0
472,0ed366a7-4dfd-47a4-90d0-0963153ff561,27.0
473,11eeceed-90b5-4151-8f41-84916a2e064d,16.0
474,1188124d-347e-40e2-8b03-7df6520d6750,16.0
475,483754e3-4dae-4371-be07-dfc65fa83ad1,19.0
476,085f7a15-a78c-4ffb-acde-ca77728bfc26,16.0
477,06a31e05-25ab-47bb-80a0-cd46b11a83c2,16.0
478,09878e7a-b823-4697-b2f9-3cb5163b6490,16.0
479,44172329-8b8e-4e8e-ac66-cd8820b7938d,12.0
480,2bd20461-eec5-48a2-9a1a-b4af8fa317bb,16.0
481,55bf4b41-2701-4e1c-ab72-f67cd87d9e9c,12.0
482,2ae20a2c-f74f-4d86-874f-8de742e8ce53,16.0
483,493497e0-2332-4cdb-8d0f-22536d8bd790,20.0
484,3008afc0-1937-420c-8df2-694514c728a9,16.0
485,2fd6f861-c366-4df9-83f1-7b8a32d7528e,16.0
486,2c35db32-1989-46c2-acb4-edf48804ef25,16.0
487,4a64caba-a374-45ca-9153-43f8abd53d6c,20.0
488,547c7051-ad0d-49e2-996e-a938eb7cf217,20.0
489,27afe4e7-392f-4383-a2a6-454473c6c197,16.0
490,2b1c0a1a-83e6-4e0c-adc8-093d4a889606,16.0
491,2c4d01c8-130f-41db-a680-e7f37d5e53ea,16.0
492,3082cbba-444a-4598-89ac-23584bbfc3b6,16.0
493,3052519c-e618-4f2c-aa6b-5e518ecd6718,16.0
494,2b9977bc-5363-4bff-82e2-e6fa8a6be77c,18.0
495,524c16dc-1a88-4b3a-a5d0-589b8388703c,12.0
496,2dc8ef45-80cf-4974-a4c0-23e6e9e6357e,16.0
497,29eaca5e-6e92-4472-93e6-baae24c5a424,16.0
498,55ca07ca-2a9a-4939-925c-42f931572a01,20.0
499,4de1cc19-19ce-4d5a-93cd-5a3b1572f952,12.0
500,2f20921a-f3e6-499a-97bc-d2a1a6afffb5,16.0
501,512e7cef-4e26-4548-a4f8-a5910cbe6936,17.0
502,2d05d7df-0496-44fd-b5e6-85939dddd96b,16.0
503,29738937-3564-41f7-ba97-bab2707301ec,16.0
504,27f07f17-685f-4b03-a506-63ebd2c8d754,16.0
505,4a8e2da5-ac63-40c4-a4cb-d2bbe2d322ad,12.0
506,2a07319a-c473-4df5-aef9-b4c38c518054,16.0
507,2b798da8-11d6-4d06-9da8-f78ed6afbb74,16.0
508,07db12c7-e863-4826-a295-8c2656c13b68,22.0
509,47d6513e-2321-4c10-964b-003b39faa1f7,23.0
510,10085eaf-9fde-41c9-a228-9c8dab1f774b,18.0
511,2307b64e-502c-4239-a237-c764d8e0baed,25.0
512,05a4d466-ec22-4b5f-8207-e7b5e029f62b,17.0
513,1073a1b0-8599-4362-8ba8-7816df67f0ba,26.0
514,17c69e9a-c64d-4411-ae61-372b6de18845,20.0
515,15171bfb-1318-43ca-b8e0-feb2a0b6d681,23.0
516,413f2563-56d8-4ae9-9a70-5f92b7ebfc6a,21.0
517,2a88dd8b-6f99-44f1-a0fd-b962be0ecccf,23.0
518,3fac6600-a615-4174-a0cf-57cbbb89ad40,20.0
519,14e3ab47-e610-4d7d-91e2-1243bf7dfec5,18.0
520,1597183e-68c4-45ef-92a6-9de5f7955d5c,17.0
521,40b9940b-0f8a-403c-b5ca-dcb1a1dcf4cc,21.0
522,3f21f27e-7ddd-4bd1-ab46-e4503e9beda0,17.0
523,0bae6fff-0a60-4d1e-958d-6f6d8c348787,18.0
524,38ace42f-d82e-46b2-8fcf-622ddad20f2c,19.0
525,082b8bc5-b569-4b17-ab1d-eb6524520966,17.0
526,2d3604f2-9404-49a5-9d93-0a7f4ba08f15,20.0
527,28e59e98-6161-4312-b5ff-c191e7f6c558,17.0
528,2f9aacd9-1dc9-4cc4-ab80-7973f78139b0,17.0
529,2d163d28-9923-4225-a94d-efa4e97489c8,22.0
530,0d43d669-e641-4d8f-8391-9b19f05cfceb,18.0
531,0c961e37-9406-48d7-b8cd-07fc748d238e,18.0
532,3b5e88c2-e7e8-4aa6-9b34-17c7e31ae187,21.0
533,15523907-40bf-4e1f-9a3d-2815614def6a,18.0
534,3254db15-c966-434e-9d99-baa5cec45aeb,23.0
535,2d390dcf-85fc-40cd-be0a-125b7a7322b8,18.0
536,04a3dd77-a5d7-4526-b1ca-41c0ae5819fa,18.0
537,022587f3-e202-48c7-a1fd-e2967b8f585e,18.0
538,0292c188-7b52-4719-96f8-1ff561912ab1,16.0
539,001dc181-eef7-45a7-b294-f49da5ef3521,16.0
540,09d94cb7-7ac7-41e4-9576-e8fb27036513,23.0
541,02716295-feae-49fa-8b22-84cd735b4de6,18.0
542,07874834-5d3f-4787-bf3a-bf04994e1aa6,20.0
543,093b213b-b246-4add-945d-5ccd4090abbd,23.0
544,0d6f1963-cd5c-408e-b570-69090c846920,20.0
545,0401bdb2-f771-4b09-a6ef-1acf9190b7de,16.0
546,052bb809-941c-4441-b43d-116866c1c604,16.0
547,042797c0-9c50-438c-be2a-d599f59e8faf,16.0
548,07f1cc2b-538e-442d-8510-6d6411a591bf,12.0
549,0303a71f-0fee-4045-ab64-69180408a33e,16.0
550,0c4b1cab-fcdb-4120-b7b4-e616c87c6d76,12.0
551,03232d37-e1a9-4aff-bab3-08ab98dccc0c,16.0
552,024b14b0-463e-4f7e-a854-e6f358fe600f,16.0
553,051e0eae-9433-49ec-a119-f25ba338e166,16.0
554,027a9704-af19-4d6f-83c3-ad115944a87f,20.0
555,02f337fc-78b3-4ddd-89c2-a3ab84d4fef3,16.0
556,087795f4-3b24-4ea0-b5de-0f037d76ed51,20.0
557,0214dee0-5e7c-4c37-b0b0-e53e2dfb7444,12.0
558,0ae97260-98df-4d01-a5bb-e881fdd6f8b3,12.0
559,0f15ad35-b261-410b-98d8-1a3ae1b8560d,18.0
560,1444cc54-42e9-488f-890b-6ac617385127,16.0
561,1302871f-aa07-4c33-9314-a45e2aa49ec0,25.0
562,1851b05d-a131-4191-a7b7-6083cee64d2a,23.0
563,065d21e4-7757-4703-8f2e-a32e12aac068,18.0
564,1b677edf-d6db-4466-9aa7-394dbd154550,16.0
565,1f073c28-b6fa-4fdd-9d5f-bf75ec08f277,16.0
566,1e0b4f83-08dc-4688-92d4-2cde44078c17,23.0
567,1e723b6d-5284-408e-a8fb-fc79cd4be310,16.0
568,1ef5f4b8-7732-4687-b206-3dfe99785a84,16.0
569,1ffbf161-d005-4434-b098-930617a7f5bc,16.0
570,238483fc-313d-4b20-a561-b450e676b05f,16.0
571,2367b62b-ec8d-4956-9a67-93605b97ac2c,16.0
572,26ca7697-0a2e-4068-89ff-fc9c0714b1be,16.0
573,226ad656-c8ad-4943-80ae-072936fd8dd6,16.0
574,20c2f9e3-1845-409a-85f0-0efd74dea7e3,16.0
575,219d490a-d083-4f5e-ace0-eaac75410284,16.0
576,1fea42e2-8e72-4234-ae9c-fdc065ff66f9,16.0
577,1c1f8aa7-2f66-48af-80aa-7ae00c1bfa4a,16.0
578,1efd2112-9028-46ef-b643-d1ebd1d10665,16.0
579,1cd3e16f-84eb-4b3f-8c26-1cd2aa505bc6,16.0
580,274b92f4-1dbc-4e49-a2aa-afe0f02dd2c6,16.0
581,22eafd1e-d5a7-4a3c-bc49-4bf13dbd9ec0,17.0
582,1d2e69bc-1120-4871-a418-b31d2705e62c,16.0
583,1ea4349f-a1fc-4f67-8a36-8f02f23ff748,16.0
584,253d786d-0c93-4398-a817-386c0b66323f,16.0
585,22bbb14a-34f8-4982-87db-577c887d9d50,17.0
586,1c0da30c-8fba-420d-889a-4e521ff4b529,17.0
587,25c13867-127b-485c-9e57-b6375dc4369e,17.0
588,1df94e29-b4ab-4d90-9068-d4b279c01b59,25.0
589,3346562e-8a76-4832-aa4d-3ee01023a666,26.0
590,215e1f63-b2a3-4f7a-b0cd-9afa004d8c2b,18.0
591,24eef6c0-9a54-4c5c-a590-8684a885bbe9,18.0
592,21cf1f42-649b-4b3e-99b7-43ac4ea73563,22.0
593,34226cd3-9581-453c-90c3-50448d4dcdf7,20.0
594,2282fd2e-c132-4870-ba65-8b660bb4681d,17.0
595,09d4c15b-fd36-482f-aae1-68fe1570dedf,21.0
596,1f4331fb-9095-4c14-b925-ccdbefc13dff,18.0
597,272ac1c7-15ab-40c4-ab92-9ffd2ad16ad3,23.0
598,2374e0dd-0636-4df2-b8ef-792c02677114,17.0
599,0a8a1906-ba73-43d3-adde-27ac469b19b6,23.0
600,0cef79cf-e8d4-4019-971d-969cb753ef72,25.0
601,112ebeea-e79c-422c-8a43-a5a8323b446b,17.0
602,1995e0a6-5d74-4094-b5c8-b89f2ffefdbf,18.0
603,0bd5f4ec-3436-41f2-8921-b7092df81c84,21.0
604,0c8b0836-cc69-4a91-b943-f29646374a63,22.0
605,33815849-2dd1-4025-9c66-cd76ecea37ce,25.0
606,2f7240e1-3049-43ab-a93e-326403999fc3,26.0
607,33c3440c-7448-4c06-83d8-76f88d06e502,19.0
608,225ac368-125a-4032-a6d9-17d3cb73d744,18.0
609,4776f648-5f26-4b0d-ad91-a5c7c099416f,17.0
610,2789ec4a-224e-4579-87c7-4a9373d81adf,17.0
611,11547f59-6612-4eeb-9ac1-3cbffcdf3a47,17.0
612,1108142e-0f44-480d-9cc5-513cc0379929,23.0
613,107438bf-9806-4e60-a460-04e4f3111245,17.0
614,336c6641-e9f1-4632-9f38-bb4741a17039,23.0
615,259ba1e7-f281-4b49-96bc-dd951e6e94ba,18.0
616,39d92b47-77a7-4b0c-83a6-4772d4e87b5e,20.0
617,04a3ca7f-fff1-4047-be29-dcb1c6af1c7f,25.0
618,087c0c24-9d42-4874-9eae-4942d1d023e2,23.0
619,080a8001-f607-442f-84bd-5f1e33d5484c,20.0
620,014fc08d-a9e2-4089-9685-4ffcc3607ffd,18.0
621,00a487ec-b018-4e21-9838-e58f45b01e35,18.0
622,0bc09c85-6eac-4abc-a3d8-3a469f620c1f,23.0
623,006f3f67-c892-4949-b091-c5e07d15db23,18.0
624,02f1750f-73f9-466e-8ee9-9c42fbb5029f,26.0
625,042f7e2c-38fc-4fd9-8b8b-c1e1b20a8559,17.0
626,0af16c32-bd89-4896-acdf-2a0d00afb9c0,23.0
627,01e46ced-6d13-4610-a070-46ac7361e8e5,18.0
628,01cca9fa-0cda-4d52-bdfb-cc709cceae80,20.0
629,09e301ba-5762-4eaf-874f-d4a3ed5c6bf2,20.0
630,2cc593fb-9537-4fae-a0ad-22c1307d6ff4,23.0
631,16b10a26-d8dd-49fd-bb24-77dca3b0bbb7,20.0
632,0abbf906-c4c7-4086-b6cc-c7df4b5eea92,23.0
633,0cca3c8e-d4e4-409a-9ad2-25a95f03c51a,22.0
634,15f6321e-b03e-4ebb-b1a9-f426ffc1d087,23.0
635,0e240013-af8d-456e-9152-9380791e6445,20.0
636,1a75116c-882d-4b01-9fb0-d8714f28a790,23.0
637,118e30ca-64ad-4154-b908-e66587e1f05a,20.0
638,06174493-33bd-427e-94b2-d97cead3f427,25.0
639,17a0a1e8-1bdb-48bd-b460-91552ff52166,23.0
640,0af6bd79-96e9-445d-a619-9b433ee1c719,23.0
641,0d52405a-385f-48dc-b30d-86250512ced9,25.0
642,2a94de5c-7719-41b5-96b4-2f4ca04e87d3,19.0
643,16963161-bdcd-4ef2-a31f-dde52a0ca11e,20.0
644,269fa641-46c1-4003-8003-03b2cbc752d5,20.0
645,089d2743-1511-4b67-89f7-098cfb1ab263,18.0
646,1da31222-b30b-40d5-a520-5cc21cfa68cb,20.0
647,344350d2-8e26-4b55-b4af-beed01f317dd,23.0
648,3db7a419-ae4b-4e3c-a1f1-1175de520788,18.0
649,0944a985-3781-49bc-802f-8dbebb53746d,18.0
650,2345f1c3-1c0b-4b54-979b-e98f7a0b5ba5,20.0
651,24976c3b-f301-4c75-85a8-640d230d4dc6,18.0
652,4cca25f5-e157-4dc9-bd2f-6e50e8a4ed0d,18.0
653,72c9983c-a3af-419c-a53d-19c33b8fb74d,19.0
654,326280e7-81d4-42e5-9567-3f0a516e3519,22.0
655,85e0d6da-ae31-4948-b8b2-f9baae558ee1,20.0
656,74417e3f-33c3-4594-8e21-bf396b938b1f,17.0
657,579fd0fa-82e8-46c9-b715-47217f07a0e0,20.0
658,44bb5002-4ac2-4722-b4ae-1fa08efbb4ce,18.0
659,34137554-fa22-4f5f-bf5b-46add878e187,18.0
660,95b29740-1585-495a-b57d-683fd2c9494b,18.0
661,a0d13211-d0f7-4209-ac62-d6a1fea87fd8,21.0
662,4e936c13-7ded-4dd9-87f1-c7bedab73416,21.0
663,440bd0c2-d029-4bb5-ad3a-ca12c53c5ae6,18.0
664,34cfb029-d68c-4674-965a-3dd86892fe32,22.0
665,83cc1362-22a2-4d27-b270-35b49515cecf,18.0
666,61fea0ee-0cde-4340-b5d0-ecac26382412,20.0
667,6db52eb5-c155-432c-b119-1a5e701258d8,19.0
668,72225016-0e29-48ec-9417-7c3fd987626e,18.0
669,6e7eaaf1-5b8a-456c-8067-4a064e54b96e,25.0
670,8f9b3b9f-c6e3-4320-aee6-60c8ec7de941,18.0
671,719ed883-e6f4-4bf3-b4e6-53d5caefeb6a,23.0
672,771e919e-d4ed-40e7-80d9-ece429e599c0,21.0
673,32ebc857-ba92-4bc4-8e62-7a8cb41e62e2,17.0
674,443e9d10-c102-4f5b-b5f6-eed630533273,17.0
675,cf566e83-6506-4b5e-9848-155826ab518f,12.0
676,b213ee16-c5bc-4040-9e92-1f19abd0fcf1,19.0
677,d6c6f6a3-e005-4756-98f2-4937dd05921f,12.0
678,a787eae6-a72c-4d17-817f-9c2a5b5bb057,18.0
679,558c2dbd-4365-425d-9a31-7e6a513a4d5a,16.0
680,671f03a4-cb2d-408b-b9dd-a4097b745948,16.0
681,c930b82f-04e2-47e3-b4e4-dac9b14d94dd,20.0
682,5e80fd6d-c402-454e-b4fe-e305a1c1a2c9,16.0
683,693aa4f5-6fbf-4e25-9f95-9b1ff2d66314,19.0
684,6ea82b5b-4a05-4f27-a270-75278800471f,16.0
685,5aae8bde-1b08-4cc4-a285-4fd38e67bdaa,16.0
686,611dbb61-fb95-4858-a038-0c53a6759027,16.0
687,6e513eac-7897-4b79-89c5-4c0d0604bc51,16.0
688,72361614-a47a-4544-add1-e0a7be73b7b3,16.0
689,566da397-3a8b-403b-bbbc-32bea52e76b3,16.0
690,60d453fd-7f18-4518-b3f6-5f972ff20b97,16.0
691,70d35cf0-72f7-448c-b7e0-6050b19f4d40,16.0
692,5dfe818c-4a89-4a40-ab7c-cd96ac20742e,16.0
693,dce543cd-6059-415a-9225-100b4fdb6395,20.0
694,6a2ff8fa-957a-42e8-9eb4-b845587d8366,16.0
695,591934e1-4a79-4596-9bdd-0c67d150ee6e,16.0
696,63452863-2534-4fb0-bc1c-0039757381df,16.0
697,598c3f46-8ec3-4552-89f5-bbce30e00abe,20.0
698,5910afbc-a71f-42e6-a4de-8e580ffce50b,19.0
699,b1bc1acf-bbe2-4142-8951-f5cc64b35be4,12.0
700,ca33df79-6f67-443b-9cc8-a1e23cd81750,20.0
701,5016fd97-4698-436d-b2d0-b0b4343bdb5f,16.0
702,54e82839-ca0a-4217-bfa0-1598e2cf5c5c,16.0
703,d91559c7-9342-4ff7-bf24-ee78bec7d50d,20.0
704,566b9915-e3bb-46fc-b935-5f7e44121341,16.0
705,706a5187-a620-492e-a966-3ce5de555a08,16.0
706,5fd2d3dc-0f03-4319-a889-182b07f7f057,16.0
707,58ec60ef-9ea2-42dc-b00e-4592fdbc0c8b,16.0
708,680cd4d4-280b-4990-8940-2a2649f71974,16.0
709,c953df5c-fdf4-4efe-b939-9916898dc56f,20.0
